"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"25/10/2023";"1600";"27,0";"";"";"72,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"25/10/2023";"1700";"28,4";"";"";"64,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"25/10/2023";"1800";"29,3";"";"";"59,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"25/10/2023";"1900";"29,7";"";"";"56,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"25/10/2023";"2000";"29,3";"";"";"58,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"25/10/2023";"2100";"29,0";"";"";"60,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"25/10/2023";"2200";"27,9";"";"";"66,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"25/10/2023";"2300";"27,1";"";"";"71,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"0000";"26,9";"";"";"72,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"0100";"26,5";"";"";"75,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"0200";"26,0";"";"";"78,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"0300";"25,9";"";"";"78,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"0400";"25,2";"";"";"80,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"0500";"25,1";"";"";"80,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"0600";"24,7";"";"";"81,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"0700";"25,1";"";"";"76,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"0800";"24,4";"";"";"82,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"0900";"23,4";"";"";"93,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"1000";"23,5";"";"";"98,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"1100";"24,4";"";"";"96,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"1200";"26,0";"";"";"85,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"1300";"27,8";"";"";"71,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"1400";"28,7";"";"";"68,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"1500";"29,9";"";"";"65,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"1600";"30,4";"";"";"63,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"1700";"30,8";"";"";"62,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"1800";"30,3";"";"";"61,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"1900";"23,6";"";"";"85,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"2,0"
"26/10/2023";"2000";"25,6";"";"";"78,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"26/10/2023";"2100";"24,8";"";"";"88,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"2200";"23,9";"";"";"97,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"26/10/2023";"2300";"24,0";"";"";"97,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"0000";"24,6";"";"";"86,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"0100";"24,8";"";"";"82,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"0200";"24,7";"";"";"85,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"0300";"24,0";"";"";"93,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"0400";"24,0";"";"";"93,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"0500";"23,4";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"0600";"23,1";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"0700";"23,0";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"0800";"22,7";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"0900";"22,6";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"1,0"
"27/10/2023";"1000";"";"";"";"70,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,7"
"27/10/2023";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"0,0";"";"";"";"1,7"
"27/10/2023";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"0,0";"";"";"";"1,2"
"27/10/2023";"1300";"";"";"";"61,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"1400";"27,0";"";"";"85,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"1500";"28,8";"";"";"71,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"27/10/2023";"1600";"29,5";"";"";"68,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"1700";"30,1";"";"";"66,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"1800";"30,0";"";"";"65,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"1900";"26,4";"";"";"84,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"2000";"24,9";"";"";"86,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"2100";"24,0";"";"";"96,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"27/10/2023";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27/10/2023";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28/10/2023";"0000";"20,6";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"0100";"21,0";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"0200";"20,9";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"0300";"20,9";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"28/10/2023";"0400";"20,8";"";"";"99,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"28/10/2023";"0500";"20,9";"";"";"97,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"0600";"20,9";"";"";"92,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"0700";"20,9";"";"";"93,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"0800";"21,1";"";"";"99,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"0900";"21,4";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"1000";"21,7";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"1100";"23,3";"";"";"99,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"1200";"25,4";"";"";"86,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"1300";"26,4";"";"";"81,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"1400";"27,2";"";"";"78,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"1500";"28,8";"";"";"73,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"1600";"29,9";"";"";"69,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"1700";"30,7";"";"";"67,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"1800";"28,7";"";"";"71,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"7,1"
"28/10/2023";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28/10/2023";"2000";"25,1";"";"";"95,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"2100";"26,8";"";"";"79,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"2200";"25,9";"";"";"87,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"28/10/2023";"2300";"25,4";"";"";"96,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"0000";"24,6";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"0100";"24,5";"";"";"99,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"0200";"24,7";"";"";"99,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"0300";"24,5";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"0400";"24,4";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"0500";"24,2";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"0600";"24,0";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"0700";"23,9";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"0800";"24,0";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"0900";"23,9";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"1000";"24,3";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"1100";"25,0";"";"";"99,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"1200";"25,9";"";"";"86,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"1300";"25,9";"";"";"87,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"29/10/2023";"1400";"25,3";"";"";"97,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"1500";"26,6";"";"";"86,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"29/10/2023";"1600";"27,2";"";"";"79,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"1700";"27,5";"";"";"76,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"1800";"29,0";"";"";"68,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"1900";"30,2";"";"";"60,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"2000";"29,7";"";"";"61,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"2100";"28,9";"";"";"64,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"2200";"27,9";"";"";"68,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/10/2023";"2300";"26,9";"";"";"76,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"0000";"26,2";"";"";"80,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"0100";"26,2";"";"";"79,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"0200";"25,8";"";"";"81,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"0300";"25,3";"";"";"86,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"0400";"24,9";"";"";"97,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"0500";"24,7";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"0600";"24,3";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"0700";"24,1";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"0800";"24,1";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"0900";"23,9";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"1000";"23,9";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"1100";"24,6";"";"";"99,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"1200";"25,7";"";"";"87,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"1300";"26,9";"";"";"77,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"1400";"27,8";"";"";"74,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"1500";"28,2";"";"";"71,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"1600";"27,6";"";"";"75,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"1700";"28,1";"";"";"70,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"1800";"28,0";"";"";"69,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"1900";"28,3";"";"";"68,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"2000";"28,5";"";"";"67,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"2100";"27,7";"";"";"70,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"2200";"27,0";"";"";"74,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/10/2023";"2300";"26,1";"";"";"77,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"0000";"26,2";"";"";"76,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"0100";"24,5";"";"";"94,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"0200";"24,1";"";"";"99,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"0300";"24,2";"";"";"98,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"0400";"24,1";"";"";"99,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"0500";"24,1";"";"";"99,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"0600";"24,0";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"0700";"23,2";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"31/10/2023";"0800";"22,9";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"0900";"22,8";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"1000";"22,8";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"1100";"23,1";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"5,5"
"31/10/2023";"1200";"19,2";"";"";"96,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"7,3"
"31/10/2023";"1300";"";"";"";"11,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"1400";"22,6";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"31/10/2023";"1500";"23,8";"";"";"98,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"1600";"24,0";"";"";"99,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"1700";"24,1";"";"";"99,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"1800";"24,8";"";"";"93,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"1900";"25,7";"";"";"81,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"2000";"26,0";"";"";"78,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"2100";"25,7";"";"";"85,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"2200";"24,6";"";"";"96,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/10/2023";"2300";"23,7";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"0000";"23,7";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"0100";"23,5";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"0200";"23,1";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"0300";"23,0";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"0400";"22,9";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"0500";"22,5";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"0600";"22,5";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"0700";"22,2";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"0800";"";"";"";"27,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"1000";"";"";"";"51,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"1100";"22,1";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"1200";"22,4";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"1300";"23,3";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"1400";"24,7";"";"";"91,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"1500";"25,9";"";"";"81,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"01/11/2023";"1600";"26,4";"";"";"77,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"1700";"26,5";"";"";"75,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"1800";"25,7";"";"";"84,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"1900";"25,6";"";"";"85,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"2000";"25,6";"";"";"88,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"2100";"25,3";"";"";"92,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"2200";"24,7";"";"";"99,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/11/2023";"2300";"24,6";"";"";"99,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"0000";"24,0";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"0100";"23,7";"";"";"99,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"0200";"23,6";"";"";"99,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"0300";"23,2";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"0400";"23,1";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"0500";"22,7";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"0600";"22,1";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"0700";"21,3";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"0800";"20,6";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"0900";"20,1";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"1000";"20,0";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"1100";"21,0";"";"";"90,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"1200";"23,2";"";"";"77,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"1300";"24,6";"";"";"73,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"1400";"26,6";"";"";"69,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"1500";"28,0";"";"";"66,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"1600";"28,5";"";"";"65,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"1700";"29,9";"";"";"61,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"1800";"31,3";"";"";"57,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"1900";"31,8";"";"";"54,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"2000";"31,8";"";"";"54,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"2100";"31,1";"";"";"58,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"2200";"29,2";"";"";"65,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/11/2023";"2300";"28,0";"";"";"69,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"0000";"27,1";"";"";"72,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"0100";"26,3";"";"";"75,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"0200";"26,1";"";"";"76,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"0300";"25,9";"";"";"77,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"0400";"25,4";"";"";"79,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"0500";"24,5";"";"";"83,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"0600";"23,7";"";"";"92,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"2,2"
"03/11/2023";"0700";"23,5";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"03/11/2023";"0800";"22,6";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"0900";"22,5";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"1000";"23,3";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"1100";"26,1";"";"";"87,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"03/11/2023";"1200";"28,1";"";"";"71,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"1300";"29,7";"";"";"64,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"1400";"31,1";"";"";"62,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"1500";"26,8";"";"";"86,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"7,1"
"03/11/2023";"1600";"29,1";"";"";"66,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"1700";"28,6";"";"";"66,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"1800";"28,8";"";"";"69,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"1900";"27,1";"";"";"71,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"2000";"25,4";"";"";"72,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"2100";"23,9";"";"";"72,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"2200";"23,1";"";"";"73,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/11/2023";"2300";"22,0";"";"";"74,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/11/2023";"0000";"20,7";"";"";"80,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/11/2023";"0100";"19,8";"";"";"85,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/11/2023";"0200";"19,2";"";"";"94,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/11/2023";"0300";"18,5";"";"";"96,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/11/2023";"0400";"17,3";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/11/2023";"0500";"16,4";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/11/2023";"0600";"15,7";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/11/2023";"0700";"15,0";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/11/2023";"0800";"14,2";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/11/2023";"0900";"13,3";"";"";"100,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
